document,document_id,field,final_status,internal_status,failure_stage,reason,value,baseline_state,formal_heading
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,modalidade,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Procedimento: Credenciamento.,NOT_FOUND,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,valor_estimado,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,"Valor global estimado: R$650.000,00.",NOT_FOUND,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,prazo_entrega_proposta,NOT_FOUND,ACTUALLY_ABSENT,,Nenhuma disposição do campo foi encontrada após varredura integral da camada textual.,,NOT_FOUND,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,criterio_julgamento,NOT_APPLICABLE,NOT_APPLICABLE,,Credenciamento sem competição não possui critério de julgamento de propostas aplicável.,,NOT_FOUND,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,prazo_execucao,NOT_APPLICABLE,NOT_APPLICABLE,,O credenciamento não estabelece prazo único de execução após a varredura integral.,,NOT_FOUND,
Edital.pdf,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,requisitos_habilitacao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,objeto,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,modalidade,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,valor_estimado,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,"Valor de referência: R$ 2.321.000,00.",NOT_FOUND,DO PRECO
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,prazo_entrega_proposta,NOT_APPLICABLE,NOT_APPLICABLE,,"O documento disciplina lances de leilão, não validade de proposta comercial.",,NOT_FOUND,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,criterio_julgamento,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,prazo_execucao,NOT_APPLICABLE,NOT_APPLICABLE,,Leilão de alienação não possui execução contratual do objeto a contratar.,,NOT_FOUND,
edital609.pdf,6b421ecc10a1e7fe2fc15a215008dcbee2322078ec20bd749eb9f9c6bd924594,requisitos_habilitacao,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Requisito de habilitação: 1. Certidão Negativa de Débitos relativos aos tributos federais e à dívida ativa da União;,NOT_FOUND,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,objeto,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,modalidade,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,valor_estimado,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,"Valor de referência: R$ 29.195.378,31.",NOT_FOUND,DO PRECO
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,prazo_entrega_proposta,NOT_APPLICABLE,NOT_APPLICABLE,,"O documento disciplina lances de leilão, não validade de proposta comercial.",,NOT_FOUND,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,criterio_julgamento,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,prazo_execucao,NOT_APPLICABLE,NOT_APPLICABLE,,Leilão de alienação não possui execução contratual do objeto a contratar.,,NOT_FOUND,
edital610.pdf,f9d47a3192edc5a0951deefd6bdd244f6f0c53dde2fdc2a62dcea56a2162f2db,requisitos_habilitacao,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Requisito de habilitação: 1. Certidão Negativa de Débitos relativos aos tributos federais e à dívida ativa da União;,NOT_FOUND,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,objeto,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,modalidade,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Modalidade: Concorrência Eletrônica.,NOT_FOUND,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,valor_estimado,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,"Orçamento estimado: R$ 874.905,54.",NOT_FOUND,DO PRECO
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,prazo_entrega_proposta,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,orgao_responsavel,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,PREFEITURA MUNICIPAL DE MASSARANDUBA,NOT_FOUND,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,criterio_julgamento,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,prazo_execucao,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Cronograma de execução: início em 5 (cinco) dias; conclusão em 180 (cento e oitenta) dias.,NOT_FOUND,
EDITAL_CC006.pdf,e3a260a4e794a222785c34b6da2d7f111e75f333c99e64553b6ff62701800e7f,requisitos_habilitacao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,objeto,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,"Objeto: credenciar pessoas Físicas e Jurídicas, para posterior contratação, mediante documentação e pedido de inscrição para prestação de serviços especializados na área da saúde aos usuários do Sistema Único de Saúde - SUS do Município de Bela Vista de Goiás, para fins de atendimento complementar a nível ambulatorial em consultas e procedimentos, em conformidade com a Instrução Normativa n.º 008/2023 TCM/GO e suas alterações posteriores e o Decreto Municipal nº 309/2024.",NOT_FOUND,DO OBJETO
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,modalidade,FOUND,FOUND,,Novo candidato local validado nas três fontes de produção.,Procedimento: Credenciamento.,NOT_FOUND,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,valor_estimado,CONTEXT_DEPENDENT,FIELD_VARIABLE_BY_ITEM,,"Os valores estão distribuídos por item, lote ou tabela; não foi calculado total artificial.","O documento não apresenta um único valor global; os valores variam por item, lote ou tabela.",NOT_FOUND,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,prazo_entrega_proposta,NOT_FOUND,ACTUALLY_ABSENT,,Nenhuma disposição do campo foi encontrada após varredura integral da camada textual.,,NOT_FOUND,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,criterio_julgamento,NOT_APPLICABLE,NOT_APPLICABLE,,Credenciamento sem competição não possui critério de julgamento de propostas aplicável.,,NOT_FOUND,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,prazo_execucao,NOT_APPLICABLE,NOT_APPLICABLE,,O credenciamento não estabelece prazo único de execução após a varredura integral.,,NOT_FOUND,
EDITAL_DE_CREDENCIAMENTO_004.2025_assinado.pdf,c44dc4318cdfb240ea6a0818d3a1e2ebad0fa317bf1cfdf2603b5719aeb4760f,requisitos_habilitacao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,objeto,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,modalidade,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,valor_estimado,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,prazo_entrega_proposta,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,criterio_julgamento,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,prazo_execucao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas+-+Rep.pdf,96a7b8ba04dd7e67d27fbbdc9315822f5b492d16d438ffd46ca1ec9c8ec4a16f,requisitos_habilitacao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,objeto,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,modalidade,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,valor_estimado,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,prazo_entrega_proposta,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,orgao_responsavel,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,uf,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,criterio_julgamento,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,prazo_execucao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
PE+056-26+-+Proc.+00821-26+-+Aquisicao+equipamento+para+viaturas.pdf,38a7a37042070174a455413f84d675303ae27756791d855a1296239d2a0bd26d,requisitos_habilitacao,FOUND,FOUND,,Decisão preservada na baseline validated_current.,,CONSOLIDATED,
